Venue,Venue ID,Venue Latitude,Venue Longitude,Venue Category,Borough
Gelateria Il Bacio,4dd92c5a2271c5d36d652a04,40.85876234014199,14.273904417458525,Ice Cream Shop,Vicaria
Araneus,55e35d3d498e8cb6d6de83d0,40.85901260375977,14.274242401123047,Sandwich Place,Vicaria
Pizzeria Amabile,4ce6704f678aa0933d24dcea,40.85677057896977,14.27823743132454,Pizza Place,Poggioreale
El Cafesino,4d2ebb2373e5a093562f54cf,40.857932664097866,14.278203357313805,Café,Poggioreale
Fly Food,4c3c4ae886ce328f7d7dab2d,40.857241130791024,14.27858952990618,Restaurant,Poggioreale
Gran Caffè Novara,4d920df95f33b1f7d85a7b7e,40.856373010110026,14.271030957054247,Café,San Lorenzo
B-RENT,59122bd059c42318b4a80729,40.853989,14.273484,Rental Car Location,Zona Industriale
La Sfogliatella,4cc3f78b3d7fa1cd2425a95f,40.852995009557,14.272462001329089,Café,Zona Industriale
Conad,5ca38d11f1936e003527e726,40.86011875,14.27587964,Supermarket,Vicaria
Gran Caffè Giacobbe,54bfa244498e48e38f3c4c60,40.85884004628542,14.270667519498426,Bar,San Lorenzo
Pizzeria Lorio,5ced7422b399f7002c5235a7,40.868623,14.268967000000002,Pizza Place,San Carlo all'Arena
Piscina Militare Albricci,5a12e6bf61e53b2ff44d4a48,40.862115,14.2758,Pool,Vicaria
Parco del Poggio,4c71766c9c6d6dcb727fd57a,40.867055906797674,14.239313124886225,Park,San Carlo all'Arena
Jemming Panoramic Idro Exclusive Club,4e3d12a41495bf24a5d59e3c,40.86504149001213,14.230392025018256,Pool,Stella
Mister Coffee,4df8f31362847bdf4fedec66,40.86875135102128,14.232971533361942,Café,San Carlo all'Arena
Caffetteria Varriale,4e2e82c58877341a5148ce9d,40.86367392702525,14.225273433643489,Café,Arenella
Risto Zazà,4e960b846da11364e69788f7,40.86864332813255,14.243980079262029,Fast Food Restaurant,San Carlo all'Arena
Tibet,4f7481fde4b07e696356c50f,40.86409928283225,14.239767323031753,Mountain,Stella
Caffetteria Capodimonte,507fccece4b0d17b70c5f760,40.86594495205075,14.243344183614056,Café,Stella
La Boulangerie Focacceria,4ccfcc45f6378cfad1c7b0d6,40.83651518047145,14.189405521067016,Bakery,Fuorigrotta
Parco San Paolo,4e45836462845e1d3c84f2db,40.8356384606855,14.18941119655524,Park,Fuorigrotta
Centro Polifunzionale di Soccavo,4ef4b2d7775b96fb058d90b2,40.84250518407629,14.19534220518485,Basketball Court,Soccavo
Pizzeria La Facoltà,4ddb9a9cae60aa30018fe80e,40.83873414874775,14.188202322664068,Pizza Place,Fuorigrotta
+400° Gradi,56eddb7a498e8f6519dac042,40.844414,14.2066965,Pizza Place,Soccavo
Caffe Toraldo,4c18e3e34ff90f47a6080f49,40.842564954770324,14.20835723414916,Café,Soccavo
Pasticceria Bellavia,50e2ba04e4b0b76a3ed5af67,40.84445822022814,14.206989266495606,Café,Soccavo
Bar Carem,4ef45f00a17cd725e3a12f40,40.84490858916615,14.203698188066484,Café,Soccavo
Associazione Health in Progress Organizzazione di Eventi Ecm in Ambito Sanitario,5df9e4f315521a0008e895d1,40.84186,14.19997,Event Service,Soccavo
Luigi Improta Sas Di Guido Improta,508934f6e4b0db195ed92519,40.84742323265743,14.192027620681374,Garden Center,Soccavo
Pirò,4f09adbb7beb43e7efd1d41e,40.84578614516185,14.199507236480713,Gastropub,Soccavo
MD Discount,4ef45ae6a17cd725e3a0bc85,40.84649987485109,14.20560995966772,Grocery Store,Soccavo
Croce di piperno,4f09b70b7beb43e7efd2dc4b,40.8483426582387,14.198801815509794,Historic Site,Soccavo
Sole 365,57b6d83d498e6378f6d8bfc9,40.841466,14.199179999999998,Supermarket,Soccavo
Circumflegrea Piave (L5),4e1c5fe952b1c2b69f343067,40.84287308639637,14.206041346380953,Light Rail Station,Soccavo
Pizzeria Porzio,58cfbd7a040d5346421be0e9,40.84067,14.19851,Pizza Place,Soccavo
Carpe Diem Metropizza,4ef4d584469075d095229be7,40.84541564760382,14.204003623227182,Pizza Place,Soccavo
belvedere,541d8b58498ee81c3caade59,40.856522,14.190813,Scenic Lookout,Arenella
Accademia,4cba23094c60a0935a6a44ca,40.84113894382377,14.209038384750006,Nightclub,Fuorigrotta
Bar Tabacchi Nappi,4e3c09221495bf24a5c71702,40.846627723546156,14.192668964071519,Café,Soccavo
Circumflegrea Traiano (L5),4e8360fc02d58d31af73e836,40.844972999999996,14.194375,Light Rail Station,Soccavo
Sporting Club Musella,4f453175e4b0b7292f57a587,40.8429363673157,14.212523656093605,Soccer Field,Soccavo
Todis,4c94997d94a0236a5ee68d12,40.84699890700903,14.1990257978002,Grocery Store,Soccavo
sporting club mediterraneo,4e7a0b91d4c0d1bf6707da3d,40.847883741499466,14.20451447031378,Soccer Field,Soccavo
Pizzeria Pub da Mario,4e3c079652b1a04aff0438ef,40.847344282375204,14.197294667705874,Pizza Place,Soccavo
L'Oca Nera Irish Pub,4babb6bff964a520f7c23ae3,40.84309163874283,14.231945722663578,Gastropub,Vomero
Il Gelato Mennella,539c82aa498ea108fc0deda6,40.843732747367504,14.231135845184324,Ice Cream Shop,Vomero
Caffè Salvo,4ee1f8a69adf48bc198f487f,40.84453185235271,14.230490610967331,Café,Vomero
Piazza Luigi Vanvitelli,4c5066fb2a73c928a3fb74d2,40.843936719907006,14.231833146750017,Plaza,Vomero
México,4d8cb7e3cb9b224be62d5b41,40.84402241445746,14.232939850864694,Coffee Shop,Vomero
Ventimetriquadri,59ea1f450123581cba003a9b,40.845563,14.231570999999999,Coffee Shop,Vomero
Bayern Haus,4f00394f775bec6b44679ce3,40.844323601836926,14.23038888164134,Dive Bar,Vomero
Casa Infante,51980c66498eebef7b53dc8d,40.843930292871406,14.23202359259147,Ice Cream Shop,Vomero
Konoha,5276b401498e0d297b7a5958,40.840247,14.229304999999998,Japanese Restaurant,Vomero
Blackwood Pub & Grill,4bd890a7f645c9b61b4aa8e0,40.84404,14.23134,Gastropub,Vomero
Acunzo,4cba37114c60a09313f044ca,40.842707564065364,14.23233998274126,Pizza Place,Vomero
Osteria Donna Teresa,4c990904671db60cbb89bef6,40.843769,14.232814999999999,Italian Restaurant,Vomero
Goodfellas,4c8177462f1c236a643c3043,40.84412290649645,14.233824009028954,Pub,Vomero
Capatoast,5496bbca498edcbb09dae80b,40.84553436621303,14.231183221140348,Sandwich Place,Vomero
Sale E Pepe,4c82b59ce602b1f73c599f7a,40.84109138878331,14.228035278101215,Burger Joint,Vomero
Fantasia Gelati,4c5bf61694fd0f47fb36c745,40.84380173607328,14.232015609741213,Ice Cream Shop,Vomero
Bellavia,4b8d44f7f964a520fef032e3,40.84239,14.22834,Café,Vomero
Hachi,50df3b09e4b06fa993683019,40.84327562801722,14.228251432803022,Japanese Restaurant,Vomero
sandropizzettata,567ff2ca498e9b9cf21de9f0,40.8446925241493,14.229939931495096,Pizza Place,Vomero
Teatro Diana,4c2121427e85c928f004ba21,40.84313152771024,14.228645942837517,Theater,Vomero
Solopizza,4c126e1e127f9521ba7e2425,40.84301199043052,14.228242489518996,Pizza Place,Vomero
Steak House,4f5bbecee4b0a3bd22e7e81b,40.84087,14.227529999999998,BBQ Joint,Vomero
Dolce Vita,4d25f55da813224b04dfedb1,40.843632859092885,14.227964315325437,Café,Vomero
Trattoria Caprese,4d8c94b2788c5481ee550cfd,40.8429399837981,14.227853279574944,Trattoria/Osteria,Vomero
BierGarten,4f5922fee4b0ec3eb20e79a2,40.84167792790532,14.227368229585133,German Restaurant,Vomero
Fresco,50c33367e4b092542c0e35f1,40.84278557287271,14.233466587572114,Pizza Place,Vomero
Piazza Fuga,4c1babdbb9f876b08a9e7a46,40.84272286017942,14.23339037070144,Plaza,Vomero
Cup Cap's Coffee,528273b111d24601196d56e9,40.84271980787897,14.233184414975176,Coffee Shop,Vomero
Carrefour Market,4c49d79a6594be9addeea125,40.843802920850116,14.233904441268148,Supermarket,Vomero
Gorizia 1916,4c55dff3728920a1d1652c85,40.843348999999996,14.231798000000001,Italian Restaurant,Vomero
Dolce Vita,4bd5b03b7b1876b054218b86,40.844077936495616,14.231709966702073,Café,Vomero
Trattoria Vanvitelli,4c532be81b46c9b663c387cc,40.84429898599792,14.231083619617394,Pizza Place,Vomero
Caffetteria Vanvitelli,4c12933e8aedd13a1c525137,40.84413,14.231592000000001,Café,Vomero
Mascolo Vomero,4fd6467de5e8bd3529efa5d3,40.84645977563775,14.231114387512207,Pizza Place,Vomero
Hoppy Ending,554c503e498e1f4802e2647c,40.84240767725522,14.221822140681734,Beer Store,Vomero
Puok Burger Store,5756aa7a498e1522ae59aee9,40.843080991505644,14.222173209107922,Burger Joint,Vomero
Fermo Pizza,4f08a360e4b09d21f6c896f9,40.84307719614755,14.22228173209499,Pizza Place,Vomero
Pizzeria Mascagni,4c89350294f5a093db34d61e,40.844665948053816,14.22100445919112,Pizza Place,Vomero
Trattoria Cilea,4d4afb019544a093c7fa37e7,40.84348637044786,14.225024509885387,Diner,Vomero
Fantasia Gelati,4f78be08e4b0f75aef583643,40.843219405182,14.223422772186241,Ice Cream Shop,Vomero
991,4d375c6e00946ea8844189ec,40.842972640519754,14.226026336126266,Pub,Vomero
Alaska,4e3eeb9045dd68e3274d4772,40.84418283218468,14.225587646847005,Sandwich Place,Vomero
'O sushi,52c889c0498eb6054a947091,40.842642753988535,14.21940804536889,Sushi Restaurant,Vomero
L'Arte della Pizza,4bd0993777b29c7430148b82,40.842638034756334,14.2218275893133,Pizza Place,Vomero
Leopoldo Infante S.r.l.,4f3a81f7e4b0b6d3bbdd17ce,40.84366561517643,14.228208244350892,Café,Vomero
Vespoli,4c486dd8417b20a17ddae0a9,40.84347461359812,14.227447707540653,Toy / Game Store,Vomero
'A Pizzettata,4e02669f88779095013fd13e,40.840744866537904,14.218478330766215,Pizza Place,Vomero
Chipstar,52b5d35e498e4da92213c179,40.84347914501683,14.227530984132915,Fast Food Restaurant,Vomero
Stairs Coffee Shop,51d852c9498e93cd1657654b,40.8440759826756,14.228063967334132,Coffee Shop,Vomero
100 Montaditos,5543e9b3498e43b52b9fb2dc,40.84285353234951,14.229175896710453,Tapas Restaurant,Vomero
Napoli Centrale,4c1d27c1b4e62d7f9846dc93,40.844899927618464,14.224984992731766,Pub,Vomero
Olio&Pomodoro,52a8b9df11d26e6df1c56cd5,40.84149857140724,14.217831194924266,Pizza Place,Vomero
Napoli Comics,4f02e7235c5c51dd31394886,40.8448905259957,14.226817562103514,Bookstore,Vomero
Tennis Club San Domenico,4de697547d8b80bebd9c24a9,40.842843193092534,14.216837790332164,Tennis Court,Vomero
Farmacia Alfani Dott. Errico,4f720901e4b022ab21fbe5c5,40.84297,14.22073,Pharmacy,Vomero
Blanc Cafe,4bf0e8e1f45ec9288152943c,40.84525428768005,14.227986204621546,Café,Vomero
Via Alexando Scarlatti,4bd5b8fbcfa7b713824026da,40.84373,14.230134,Pedestrian Plaza,Vomero
Rosso Pomodoro,4fabb14fe4b09eda9f29542f,40.842647652543995,14.229685858859373,Pizza Place,Vomero
Merliani 360°,4bdb59c02a3a0f47549baeb6,40.84340984120313,14.229494563951091,Wine Bar,Vomero
McDonald's,582733cbb613dc251faa548e,40.84304,14.229341,Fast Food Restaurant,Vomero
Coin,4be7c83d4485d13ab8f993ee,40.843869058168224,14.230829972092181,Department Store,Vomero
United Colors of Benetton,4dbeb016ced7ea5898dd1bd1,40.84382966401958,14.230649570383479,Clothing Store,Vomero
Bierkeller,5750963e498e12f1896bd9e0,40.846053999999995,14.229925,Gastropub,Vomero
Cisalfa,4bd867575cf276b09d249d00,40.843945006792985,14.230625134098736,Sporting Goods Shop,Vomero
Fabbrica del Suono,4c574e46cc96c9b6ddb3782e,40.84496282507193,14.226933043780134,Music Store,Vomero
Ranieri Art Coffee,58d256c9113efc786007bd44,40.843199,14.224336,Coffee Shop,Vomero
La locanda del cerriglio,55a41a67498e6929a5b64be8,40.844018,14.254098999999998,Mediterranean Restaurant,San Giuseppe
Kestè,4b8ecc25f964a520b93733e3,40.845990074493216,14.255424917036445,Cocktail Bar,Porto
Piazza Giovanni Bovio,4d541baf5b3f6dcb7293dbcc,40.84387512943054,14.255756425242994,Plaza,Porto
Alastor,4c9a2f9878fc236a0c4e3397,40.844998327575134,14.257148861151586,Comic Shop,Porto
Baccalaria,53e1eb9a498e45efd3e52fd9,40.8436487342667,14.25437055834027,Diner,Porto
Europeo di Mattozzi,4b7d7632f964a520f2bf2fe3,40.843465312015034,14.255853715073915,Italian Restaurant,Porto
Antica Pizzeria Del Borgo Orefici,5227783911d240909e67b7e9,40.845219612974965,14.258055668050446,Pizza Place,Porto
Factory Design B&B Naples,5793986b38fa7e1b53feb761,40.84209,14.250627,Hotel,San Giuseppe
Osteria da Antonio,4e26be44d16486291ba2bb78,40.839877,14.253767000000002,Italian Restaurant,Porto
Palazzo Reale,4c9dc92cd3c2b60c3393c4bc,40.836144,14.249441000000001,Palace,San Ferdinando
Ristorante La Cittá D'oro,4eb295319adfb95b77cb5343,40.839918,14.254809,Chinese Restaurant,Porto
La Lazzara Trattoria e Pizzeria,598a34d0fd16bb43b1fc1efb,40.84029318928636,14.254357908006833,Trattoria/Osteria,Porto
Castel Nuovo,4d39ec60cc48224bd13e384f,40.83994698634871,14.254707897885275,Italian Restaurant,Porto
A Taverna do Re,4d9e0397c593a1cdd5f46d19,40.8398045,14.2540296,Seafood Restaurant,Porto
Mercure Napoli Centro Angioino,4bd73e6b304fce725d4233ab,40.8403521479278,14.25408160445977,Hotel,Porto
Teatro Mercadante,4c24cdd1b7b8a593b90b3de8,40.839603695073755,14.25440783607368,Theater,San Ferdinando
Chicco d'Oro,53d7d9f1498e842548ce85a3,40.8397077303661,14.253820250025036,Café,San Ferdinando
Polisportiva Partenope,4c3c345a7d002d7f3417ae18,40.83772377261619,14.251576978718735,Gym,San Ferdinando
Mavi Caffè,561bad6a498ee34e527a1605,40.840895303251095,14.254177112774498,Café,Porto
Trattoria pizzeria castel nuova,5330926c498eeeb337c506b4,40.83992473644867,14.254728276720463,Pizza Place,Porto
adidas Originals Store Naples,4ddd1db11850ebc228eb1936,40.84407872190441,14.256114049588698,Sporting Goods Shop,Porto
Mangia e Bevi,50b4b8cfe4b04ff3d78575a4,40.844661,14.255648999999998,Diner,Porto
Disney Store,4d1377d6ffa36ea8e44b00db,40.842028558928256,14.248866913390088,Toy / Game Store,San Giuseppe
Taverna Dell'Arte,4bfd90cdb68d0f4714f8e857,40.845813533928435,14.256255687424614,Italian Restaurant,Porto
la Feltrinelli Librerie,4b8ed011f964a520b33833e3,40.841541056175814,14.249371507356924,Bookstore,San Giuseppe
Star Best Coffee,507fc6ba498ef796570e1e84,40.846864793054415,14.255937712113328,Coffee Shop,Porto
'O Macarò,581de4c182c0e857974c0277,40.841534,14.2511635,Campanian Restaurant,San Giuseppe
Tandem Steak,5598edc3498e0f5bffc2623c,40.84490114772153,14.256066873340554,Italian Restaurant,Porto
La muraglia,4dc5d9fad164eb9c9ffad918,40.843462746816726,14.254063943293426,Chinese Restaurant,Porto
Renaissance Naples Hotel Mediterraneo,4c31e5b2213c2d7f658a345d,40.841046190154145,14.250597953796387,Hotel,San Giuseppe
Il Pomodorino,4e9acb0a5503cfce745d0f13,40.84391137993664,14.25603981975617,Italian Restaurant,Porto
Le 3 Sorelle,545beeb2498e1bf40707a556,40.84117992373457,14.249084379278491,Pizza Place,San Giuseppe
Hostel of the Sun,4b9de636f964a52002c236e3,40.840331,14.255189000000001,Hostel,Porto
Fashion Wok Buffet,531c656b498eef83417d392a,40.839627954574716,14.255114386445932,Sushi Restaurant,Porto
Hotel Bella Capri Naples,4bc88769dc55eee10388e8ac,40.83988978140996,14.255099356283646,Hotel,Porto
Bar Picnic,4dd3e38dd22dc96be8103cae,40.838345510403855,14.255046322728061,Snack Place,San Ferdinando
Valù,4d76b0551d7ab1f7c1388efb,40.84076454735451,14.248052406275521,Italian Restaurant,Montecalvario
Trattoria Toledo,56dc1eae498e8755e223baa4,40.84199109660779,14.24870116888235,Trattoria/Osteria,Montecalvario
Lush - Cosmetici Freschi Fatti a Mano,539abcb3498ee67090b4982b,40.84196215186055,14.248850790568962,Cosmetics Shop,San Giuseppe
Hotel Il Convento Naples,4bc8876ddc55eee10688e8ac,40.840475884465754,14.247646399018318,Hotel,Montecalvario
Poppella,57dc2c69498e727c9791b0b3,40.83927,14.249070000000001,Pastry Shop,San Ferdinando
Antica Trattoria da Peppino,53d6818c498e36ab0b305d89,40.84025776180614,14.249652165784893,Trattoria/Osteria,San Giuseppe
Pizzaioli Veraci,5378bc7f498ee8e1e6d5b371,40.84042342162537,14.248558931909622,Pizza Place,San Giuseppe
Trattoria del Golfo,5603b4e6498e45177ff89705,40.83899,14.250546,Trattoria/Osteria,San Ferdinando
Passione di Sofi',52ac760b498e1c957b5d5c28,40.83885309981552,14.248348659267403,Friterie,San Ferdinando
Teatro Augusteo,4cb7331158b6ef3b11c1280c,40.83886182002225,14.248353208064005,Theater,San Ferdinando
La Locanda dei Borboni,5144c7d1e4b086ca7e379578,40.83963556153509,14.247994235469802,Italian Restaurant,San Ferdinando
'O Vesuvio,5950403e0336931c7fb6ede7,40.839354,14.247463,Italian Restaurant,San Ferdinando
Trattoria Pizzeria Due Scugnizzi,572f2adf498e334d75a189f3,40.838985,14.250948000000001,Campanian Restaurant,San Ferdinando
SEPHORA,4df1110b1520f5e530c5295c,40.83852402374054,14.249502203147626,Cosmetics Shop,San Ferdinando
Gallerie d'Italia,52d11944498efb65a4c3b071,40.83980042289005,14.248536294815715,Art Museum,San Ferdinando
La Sfogliatella Mary,4d08f2fd9232236ac0aec053,40.83853155002829,14.248767129574723,Dessert Shop,San Ferdinando
Caffè Brasiliano,4d8e12791716a143519928f7,40.83855928313632,14.249232003554528,Coffee Shop,San Ferdinando
Ciro a Santa Brigida,4c0fe476b93cc9b636e155e0,40.83921237756404,14.248842573905762,Pizza Place,San Ferdinando
Alcott,4f0c909ee4b0f615a3909734,40.83957769982077,14.248457498301685,Clothing Store,San Ferdinando
Zara,4dd2a2bfd16465f3f956e68a,40.83853595665225,14.248767983207578,Clothing Store,San Ferdinando
Romeo Hotel Naples,4bd8a0712ecdce721fdfd0f2,40.840612446939225,14.255747725915713,Hotel,Porto
Ristorante Bambù,54faeb4a498e122d61186d96,40.841,14.25625,Chinese Restaurant,Porto
Grangusto,5086db24e412323a0d0e9b31,40.84383,14.258320000000001,Italian Restaurant,Porto
Il Comandante,50e333408aca8bd41fcf37a7,40.840611663979786,14.255733299784078,Italian Restaurant,Porto
SITA Varco Immacolatella Vecchia,4cf64393665854810142c898,40.84190351612707,14.257593052598741,Bus Station,Porto
Il Diavoletto,4f0cb947e4b05a3e7fd76b73,40.84766189741497,14.321637195244227,Snack Place,Barra
Gioielleria tammaro,4f5641ece4b088020c69a488,40.84692267347452,14.321188420338045,Jewelry Store,Barra
Ce.Ma.Co. Srl,5a90024766fc6539c606d06f,40.846990000000005,14.32042,Factory,Barra
Pizzeria Fratelli Castello,59d79b4ff5e9d76b4a839f50,40.846470000000004,14.317020000000001,Diner,Barra
McDonald's,53bd8532498ee78680a056aa,40.849686,14.310872,Fast Food Restaurant,Barra
Auchan Napoli Argine,4c4996ee567776b03fbaec87,40.85016054847048,14.311633820284731,Shopping Mall,Barra
Notting Hill,58aecc39fc73d46db27621e0,40.8509,14.311819,Pastry Shop,Barra
Centro Commerciale Neapolis,58aecaa1084be53884d384eb,40.851017,14.31207,Shopping Mall,Barra
Geca Trasporti,5c7738d4a0215b002c9909b2,40.8506225,14.3015601,Home Service,Barra
Del'ice,4e1b6d6d1495517ce51b4cb6,40.84549912233998,14.346481033410964,Ice Cream Shop,Outside
Pizzeria La Spiripizza,5a700b54a42362046a6c8db7,40.844390000000004,14.3467,Pizza Place,Outside
Antica Panetteria Di Piccolo Mario,4e2ea011d4c058fdbeeaebc8,40.84597485964269,14.349515078378653,Bakery,Outside
Il ruspantino,526fff0a11d2e93b118e5b94,40.84411405448186,14.346429898362262,Fried Chicken Joint,Outside
Villa Vannucchi,4db3ecac0cb6729b6a89f7db,40.83048651664644,14.328024743082182,Park,Outside
Pizzeria La Regina,51f2f690498e7ae2d119096a,40.830957833009826,14.323307331751487,Pizza Place,Barra
Villa Bruno,4c471a04c047be9ae46b2f79,40.830469819746064,14.3280418429219,Park,Outside
Bavaro,4d3253aeb60937043cfcf5df,40.834135002915026,14.319262680460179,Dessert Shop,Barra
odontotecnico A.B. DENTAL sas di BAVA ALESSANDRO,57ebf2b6498e62481dea3294,40.832598,14.318213,Arts & Crafts Store,Barra
"Cibo e Accessori per Cani, Gatti ed Animali Domestici",596de8a98d0a53337ce14d21,40.8366782,14.315416,Pet Service,Barra
Bar Birillo D'oro,5041e75be4b06a6d9e7609c9,40.834901,14.323322000000001,Café,Barra
neapolis fast food,50acc54be4b03e5da3ba7de1,40.83809661865234,14.321836471557615,Fast Food Restaurant,Barra
Parco massimo troisi,4f69a708e4b0cb4074a1f579,40.832934439531456,14.313428810149492,Park,Barra
Trattoria Pizzeria Il Rusticano,52bf2b87498e6ccdb606c40a,40.831768,14.314403,Pizza Place,Barra
Raccordo A1 - A3 / (MI-NA) - (SA-RC),4e04bf2fae60ed89a8035521,40.84162195786282,14.328812596905115,Intersection,Barra
Parco Fratelli De Filippo,4fba5d30e4b08bf7c70c7f85,40.84211921690766,14.327556609086551,Park,Barra
Centro Ester,4ecd4c7cf7908e99a234d3a1,40.83786719886075,14.32405719519998,Pool Hall,Barra
vittoria black and white,50779af4e4b069ffd6869bdd,40.84523936779404,14.304147361499686,Café,Barra
Odorblind House,58c7b1ef297c1650ab27ce84,40.8462,14.305489999999999,Locksmith,Barra
Fratelli Gallinoro,58ef003e62420b583a194fa0,40.8462,14.305489999999999,Paper / Office Supplies Store,Barra
Given Ingrosso Casalinghi,5a8e2b9051950e7c1463e05f,40.84398,14.3072,Furniture / Home Store,Barra
Farmacia viviani,55439812498e8475d9b39d2f,40.8457,14.3121,Pharmacy,Barra
Delizioso Gelati,58d1fd58fa7ed0213616c2e6,40.84206,14.308279999999998,Ice Cream Shop,San Giovanni a Teduccio
Bar Vela Pasticceria,525b8561498ea65098f9bfd2,40.8437728881836,14.301679611206055,Café,Barra
Pizzeria Cesare,4df1f988ae609e69dd931e7b,40.84287241159307,14.301023483276367,Italian Restaurant,San Giovanni a Teduccio
FotoEMA A.S.A. Distribuzione Srl,54521a74498eb8a585e6d007,40.842670027705175,14.299489820425675,Camera Store,San Giovanni a Teduccio
Vesuviana,4d624da6865a224b565bc085,40.83922078697268,14.333197886926401,Train Station,Barra
Neapolis Sporting Club San Giorgio,4fe60f59e4b0116a381c8a58,40.83801892788735,14.33620893033775,Pizza Place,Outside
Happy Casa,4cfa5d03feec6dcb85583f36,40.85010458301786,14.314326313404965,Furniture / Home Store,Barra
Caffe Port'Alba,5163d256e4b0a0556b1ab328,40.84960879712701,14.315604413059305,Café,Barra
A1 - Napoli zona portuale,52975f96498ed4c19c84750a,40.849722322732184,14.31567907333374,Toll Booth,Barra
唐人贸易商城,4e731d27e4cd876b6de6bef9,40.84805386165772,14.314053653601382,Accessories Store,Barra
Espresso Torrefazione,5ab2f6fd2bf9a91ae76ddb77,40.8508,14.306779999999998,Café,Barra
Centro Mercato 2,4f8fe74ce4b060f54c80e8ee,40.844623706773035,14.30089842681479,Shopping Mall,Barra
"1347602473 A1 Milano - Napoli, 80147 Napoli, Italia",5052d190e4b0c6835e7dff74,40.85282429249439,14.317734604146024,Bus Station,Barra
Majorano,517a3b4fe4b0c5740b83c92e,40.856221378351776,14.32536378469059,Electronics Store,Ponticelli
Pulcinella Pizzeria,4c6466392a58c9b6a20c3561,40.840288,14.334812,Pizza Place,Barra
Marinaro SushiBar&Cocktail,50d0c499e4b02a2c27519222,40.843483,14.342769,Noodle House,Outside
Ermenegildo,4e8853beb8037eeba0ee024d,40.838201433810184,14.312071205010163,Pizza Place,San Giovanni a Teduccio
Circumvesuviana,4e1181b58877ac23b6618506,40.84399839521029,14.31426382882142,Train Station,Barra
Circumvesuviana Barra (L4),4ebf5b819a52cce4f35dde9e,40.844098859310115,14.31402481472738,Light Rail Station,Barra
Stazione Pietrarsa-San Giorgio a Cremano,519383cc498e85da7f768ecf,40.828006157289146,14.312588115930383,Train Station,San Giovanni a Teduccio
NEST Napoli Est Teatro,581f5a9a8edd3a4c173bec73,40.830191,14.315579999999999,Theater,San Giovanni a Teduccio
Lungomare San Giovanni,5309d42e498ec7b7718ae609,40.82368141114645,14.31846171652166,Harbor / Marina,San Giovanni a Teduccio
Pizzeria Vigliena,4fa41d32e4b047f0eb42cf73,40.83931382541706,14.291810884566289,Pizza Place,Zona Industriale
Emandurato,55a3b78f498e0dc85a05fe95,40.83919143676758,14.297085762023926,Art Gallery,San Giovanni a Teduccio
S. Maria Del Pozzo,4db95ba4f7b1b4c54f4ef7a8,40.83968348493066,14.299262627129297,Train Station,San Giovanni a Teduccio
Farina & Co.,558d4b49498e4a535c0203dc,40.836085951096905,14.287869340505535,Pizza Place,Outside
Vodafone Store,4e79fc5e1fc70662a66e9cf9,40.83894394406626,14.299843311309814,Electronics Store,San Giovanni a Teduccio
Nadema Plast,5ada018306fb603225ef89fd,40.8415,14.29764,Factory,San Giovanni a Teduccio
Stazione Napoli San Giovanni-Barra,4c8dcfdad68c6dcbddecf6a1,40.83332680507872,14.305100440979006,Train Station,San Giovanni a Teduccio
Simply Market,57d93fae498e7453bfc224a7,40.836415,14.305104,Supermarket,San Giovanni a Teduccio
University Bar,57da9051498e81b29f7af025,40.836222,14.306189999999999,Café,San Giovanni a Teduccio
Residenziale,5262e549498ed626f70c7cf8,40.838029999999996,14.312926999999998,Pizza Place,San Giovanni a Teduccio
Circumvesuviana San Giovanni a Teduccio (L4),4df3c57f3151247c51b01976,40.841805761850964,14.299955567851574,Light Rail Station,San Giovanni a Teduccio
Gioielleria Schiavo,5b5f359db9b37b002cf2bba4,40.835515,14.303773499999998,Jewelry Store,San Giovanni a Teduccio
Impresa Funebre dell'Anno,5893a6eaa8b75947f52787c8,40.835896597273205,14.3029734952926,Funeral Home,San Giovanni a Teduccio
Darmar,4ce6591ed99f721e2044a373,40.834225,14.305560999999999,Sporting Goods Shop,San Giovanni a Teduccio
BEŞİKTAŞ,580732a838fa9a6ce8645787,40.833733,14.301932999999998,Sports Club,San Giovanni a Teduccio
La Masardona,4f9a74e4e4b0ad3854567698,40.848558824839785,14.273470106149356,Pizza Place,Mercato
Pizzeria del Popolo,507f1c32e4b0de411b620819,40.846983,14.266689000000001,Pizza Place,Pendino
Il Ciottolo,4daa2b69f7b145b3700ae413,40.84671004112345,14.274114833318073,Dessert Shop,Mercato
Pizzeria da Pasqualino,540d99dc498eb9ea5b9de546,40.849314,14.273534,Pizza Place,Mercato
italya napoli,54b40f8a498e92acf08b7e00,40.84133939628168,14.274580200052686,Beer Garden,Outside
cantiere megaride,509af205e4b04e2b3d84adcf,40.84478679346115,14.275079940476418,Harbor / Marina,Mercato
Frecciarossa AV9610 NA>MI,4db94721316a0ac9b9144bee,40.845776155280646,14.276652998329814,Train Station,Mercato
Ramada hotel,4b9168a7f964a5201dba33e3,40.850494590289976,14.274654445914578,Hotel,Zona Industriale
Piazza Giuseppe Garibaldi,4db3ffd56a23c31a030e3453,40.852074268689755,14.270491479761453,Plaza,Zona Industriale
Fly Boutique Hotel,4f2d7fefe4b0124ab888d680,40.847660785214636,14.264784501455246,Hotel,Pendino
Hotel Cavour,4bc88741dc55eee1e187e8ac,40.85279636620957,14.268276804648115,Hotel,Zona Industriale
Grand Holiday,4e283dbf483baa8651535ac5,40.8416086,14.271798,Boat or Ferry,Outside
